job_id,role,company,company_type,city,state,degree,graduation_year,skills,primary_skill,experience_required,internship_experience,remote,work_type,salary_lpa,stipend_if_intern,selection_rounds,aptitude_test,coding_test,interview_count,offer_made
JOB_307,Business Analyst,Wipro,Service-Based,Chennai,Karnataka,B.Tech,2023,"Java, Machine Learning, AWS",Python,0,1,1,Internship,5.58,15000,3,1,0,2,0
JOB_308,Web Developer,TCS,MNC,Bangalore,Tamil Nadu,BCA,2025,"AWS, Machine Learning, Java",Excel,0,0,0,Full-Time,4.61,12000,5,1,1,1,0
JOB_309,Software Engineer,Startup,Startup,Mumbai,West Bengal,BCA,2023,"Power BI, Machine Learning, AWS",Excel,0,0,0,Full-Time,6.98,10000,5,1,1,3,0
JOB_310,Business Analyst,Deloitte,Startup,Kolkata,Telangana,M.Tech,2025,"Machine Learning, Excel, Power BI",Linux,0,0,1,Full-Time,4.35,12000,5,1,0,1,1
JOB_311,Cybersecurity Analyst,Capgemini,Service-Based,Hyderabad,Maharashtra,B.Sc,2024,"SQL, Linux, Machine Learning",AWS,0,0,1,Internship,7.19,8000,5,1,1,1,1
JOB_312,Cloud Engineer,TCS,MNC,Chennai,Uttar Pradesh,BCA,2024,"Machine Learning, AWS, Linux",Java,0,0,1,Full-Time,5.39,10000,4,0,0,1,0
JOB_313,Cybersecurity Analyst,Infosys,Service-Based,Hyderabad,Uttar Pradesh,BCA,2024,"SQL, AWS, Python",Python,1,0,0,Internship,5.13,10000,2,0,0,1,0
JOB_314,Data Analyst,Startup,MNC,Noida,Maharashtra,B.Com,2025,"Java, AWS, Power BI",Machine Learning,0,1,1,Full-Time,7.81,10000,3,0,0,1,0
JOB_315,Cybersecurity Analyst,TCS,Service-Based,Delhi,Tamil Nadu,BCA,2023,"Python, Linux, Machine Learning",Java,0,0,1,Full-Time,9.18,10000,5,1,1,3,0
JOB_316,Cybersecurity Analyst,Cognizant,MNC,Mumbai,Tamil Nadu,B.Com,2025,"Power BI, Machine Learning, Python",Java,1,1,1,Internship,8.48,12000,5,1,1,3,0
JOB_317,Web Developer,Capgemini,MNC,Chennai,Maharashtra,BCA,2023,"Excel, SQL, Python",Power BI,0,0,1,Full-Time,5.04,12000,2,1,1,1,0
JOB_318,Software Engineer,Accenture,Product-Based,Hyderabad,Karnataka,B.Sc,2025,"Linux, Excel, Machine Learning",Java,1,1,0,Internship,3.87,12000,2,1,0,2,1
JOB_319,Web Developer,Cognizant,Startup,Delhi,Maharashtra,B.Com,2023,"SQL, Machine Learning, Linux",Machine Learning,1,1,1,Full-Time,3.78,8000,2,1,1,3,0
JOB_320,Business Analyst,Startup,MNC,Noida,West Bengal,B.Sc,2024,"AWS, Linux, Power BI",Power BI,1,1,0,Full-Time,4.25,10000,3,1,1,2,0
JOB_321,Web Developer,Accenture,Product-Based,Hyderabad,Delhi,B.Sc,2025,"Python, Java, AWS",Machine Learning,0,0,1,Internship,5.75,10000,2,0,0,1,0
JOB_322,Cybersecurity Analyst,Capgemini,MNC,Pune,Uttar Pradesh,B.Com,2025,"AWS, SQL, Excel",Java,0,0,1,Internship,8.57,10000,5,1,1,3,1
JOB_323,AI/ML Engineer,Deloitte,MNC,Bangalore,Maharashtra,MCA,2024,"AWS, Linux, Machine Learning",Java,1,1,0,Internship,9.96,15000,3,0,0,2,1
JOB_324,Web Developer,Capgemini,Service-Based,Kolkata,Delhi,B.Tech,2025,"Machine Learning, AWS, SQL",Machine Learning,0,0,0,Internship,4.4,12000,3,1,1,2,1
JOB_325,Data Scientist,Infosys,Startup,Mumbai,Karnataka,M.Tech,2024,"Java, Power BI, Linux",Machine Learning,0,0,1,Internship,11.73,0,5,0,1,2,0
JOB_326,Cybersecurity Analyst,TCS,Product-Based,Delhi,Tamil Nadu,M.Tech,2023,"Python, Java, SQL",Power BI,1,1,0,Full-Time,8.69,12000,4,0,0,1,0
JOB_327,Cloud Engineer,Infosys,Service-Based,Pune,West Bengal,MCA,2024,"Power BI, Java, SQL",AWS,1,0,0,Full-Time,7.77,12000,5,0,1,2,1
JOB_328,Data Scientist,TCS,Startup,Chennai,West Bengal,B.Sc,2023,"Power BI, Python, SQL",Excel,0,1,1,Full-Time,9.67,0,3,1,0,1,0
JOB_329,Data Analyst,Infosys,Product-Based,Mumbai,Uttar Pradesh,M.Tech,2023,"Python, Excel, SQL",SQL,1,0,1,Internship,5.1,0,4,1,0,3,1
JOB_330,AI/ML Engineer,Cognizant,Startup,Kolkata,Telangana,M.Tech,2023,"Python, Machine Learning, Excel",Machine Learning,0,0,1,Full-Time,7.49,12000,3,1,0,2,1
JOB_331,Data Analyst,Accenture,Product-Based,Mumbai,Maharashtra,BCA,2023,"Java, Linux, AWS",Java,0,1,0,Internship,4.78,12000,5,0,1,1,0
JOB_332,Data Scientist,Infosys,Service-Based,Bangalore,Maharashtra,B.Tech,2025,"SQL, Python, Linux",Linux,1,0,1,Full-Time,10.55,10000,3,0,1,2,1
JOB_333,AI/ML Engineer,Deloitte,Startup,Chennai,Delhi,BCA,2024,"Excel, Power BI, Machine Learning",Power BI,1,0,1,Internship,6.09,0,4,1,1,2,1
JOB_334,Cloud Engineer,Startup,Startup,Chennai,Telangana,B.Sc,2024,"Python, SQL, Machine Learning",SQL,0,0,0,Full-Time,5.58,10000,4,1,0,3,0
JOB_335,Cybersecurity Analyst,TCS,Startup,Kolkata,Delhi,B.Sc,2025,"Python, SQL, AWS",Excel,1,0,1,Full-Time,5.23,15000,3,1,1,2,1
JOB_336,Cybersecurity Analyst,Wipro,Service-Based,Kolkata,Tamil Nadu,B.Sc,2023,"Excel, Machine Learning, Power BI",Power BI,1,0,1,Internship,5.2,8000,5,1,0,3,1
JOB_337,Business Analyst,Infosys,Service-Based,Bangalore,Karnataka,B.Tech,2025,"Power BI, Machine Learning, SQL",Linux,0,1,1,Full-Time,7.28,8000,3,0,1,3,1
JOB_338,Cybersecurity Analyst,Accenture,Product-Based,Hyderabad,Delhi,B.Com,2024,"Linux, Excel, Power BI",Linux,1,1,0,Internship,8.52,8000,5,0,1,1,0
JOB_339,Cloud Engineer,Infosys,Product-Based,Delhi,West Bengal,B.Tech,2023,"Machine Learning, SQL, Java",Linux,1,0,0,Internship,7.37,0,3,1,0,2,1
JOB_340,Software Engineer,Wipro,MNC,Pune,Uttar Pradesh,MCA,2024,"Excel, Machine Learning, Python",Machine Learning,0,1,0,Full-Time,3.49,10000,4,1,0,2,1
JOB_341,AI/ML Engineer,Accenture,Startup,Kolkata,Karnataka,M.Tech,2025,"AWS, SQL, Excel",SQL,0,1,1,Internship,8.95,8000,3,1,1,1,1
JOB_342,Cloud Engineer,Cognizant,Startup,Mumbai,Telangana,MCA,2024,"Excel, SQL, Linux",Linux,1,0,0,Full-Time,7.37,0,4,1,1,2,0
JOB_343,AI/ML Engineer,Infosys,MNC,Hyderabad,Delhi,M.Tech,2024,"SQL, Linux, Power BI",Python,1,0,0,Full-Time,7.04,10000,2,0,0,2,1
JOB_344,Cloud Engineer,Startup,Product-Based,Pune,Karnataka,B.Sc,2023,"Power BI, Excel, Java",AWS,0,0,0,Full-Time,7.17,15000,2,0,1,2,0
JOB_345,Cybersecurity Analyst,Wipro,Product-Based,Noida,Tamil Nadu,MCA,2024,"SQL, Python, Linux",Excel,0,1,0,Full-Time,6.99,12000,3,1,0,3,1
JOB_346,AI/ML Engineer,Deloitte,Product-Based,Kolkata,Telangana,M.Tech,2025,"SQL, AWS, Python",Machine Learning,0,0,1,Internship,9.7,0,2,1,0,3,1
JOB_347,Cloud Engineer,Wipro,Startup,Noida,Tamil Nadu,B.Sc,2024,"Power BI, Excel, SQL",SQL,0,1,0,Full-Time,8.18,8000,3,0,1,3,0
JOB_348,Cloud Engineer,Infosys,MNC,Kolkata,West Bengal,B.Com,2024,"SQL, Python, AWS",Python,0,0,1,Internship,5.23,0,3,0,1,1,0
JOB_349,Data Analyst,TCS,MNC,Pune,Delhi,B.Sc,2024,"Power BI, AWS, Java",AWS,1,1,0,Full-Time,4.87,8000,5,1,1,2,1
JOB_350,Data Scientist,Wipro,MNC,Noida,Delhi,BCA,2024,"Power BI, Java, Python",SQL,0,0,0,Full-Time,9.76,8000,2,1,1,1,1
JOB_351,Cybersecurity Analyst,Capgemini,Startup,Chennai,West Bengal,B.Sc,2024,"Python, Excel, SQL",Machine Learning,0,1,0,Internship,7.52,0,3,1,0,1,0
JOB_352,Software Engineer,Wipro,Startup,Delhi,West Bengal,MCA,2024,"Python, Linux, SQL",Linux,1,0,1,Internship,7.28,12000,5,0,0,2,0
JOB_353,Data Scientist,Infosys,MNC,Pune,Karnataka,M.Tech,2025,"Python, Java, AWS",AWS,0,1,0,Internship,9.95,15000,3,1,0,3,1
JOB_354,Data Scientist,Capgemini,MNC,Hyderabad,West Bengal,B.Sc,2023,"Power BI, SQL, Java",Linux,0,0,1,Full-Time,6.98,8000,3,1,0,2,1
JOB_355,Data Scientist,Deloitte,Startup,Bangalore,Maharashtra,MCA,2025,"Python, Machine Learning, Power BI",Machine Learning,1,1,0,Internship,6.42,12000,5,0,0,3,1
JOB_356,Data Scientist,Accenture,Service-Based,Chennai,Uttar Pradesh,BCA,2023,"Java, Power BI, AWS",SQL,0,0,1,Internship,9.85,10000,5,0,1,3,0
JOB_357,AI/ML Engineer,Cognizant,Service-Based,Kolkata,West Bengal,MCA,2023,"Power BI, AWS, Linux",AWS,0,0,0,Full-Time,6.16,0,5,0,1,1,0
JOB_358,AI/ML Engineer,Startup,Startup,Delhi,Karnataka,BCA,2025,"Linux, Python, Java",Machine Learning,0,0,1,Full-Time,9.51,8000,4,1,0,2,1
JOB_359,Data Analyst,TCS,MNC,Bangalore,Telangana,MCA,2024,"SQL, Linux, AWS",SQL,0,0,0,Full-Time,7.7,15000,2,0,0,1,1
JOB_360,AI/ML Engineer,Capgemini,Service-Based,Noida,Delhi,B.Tech,2024,"Python, Java, Linux",Power BI,1,0,0,Full-Time,9.45,15000,2,0,1,1,0
JOB_361,Cloud Engineer,Wipro,MNC,Hyderabad,Tamil Nadu,B.Tech,2023,"SQL, Linux, Machine Learning",SQL,0,0,0,Internship,6.94,8000,5,0,1,3,0
JOB_362,Business Analyst,Deloitte,Product-Based,Pune,Uttar Pradesh,B.Sc,2024,"SQL, Java, Python",AWS,0,1,0,Full-Time,6.22,15000,3,1,1,2,1
JOB_363,Software Engineer,Startup,Service-Based,Chennai,Uttar Pradesh,B.Tech,2025,"Java, Linux, Excel",SQL,0,0,0,Full-Time,5.29,0,5,0,0,1,0
JOB_364,Web Developer,Cognizant,MNC,Bangalore,Maharashtra,B.Com,2024,"Python, SQL, Linux",Java,0,1,0,Internship,5.73,10000,4,1,0,2,1
JOB_365,Business Analyst,Accenture,MNC,Delhi,Delhi,B.Com,2024,"Linux, SQL, Power BI",SQL,1,1,1,Full-Time,7.71,10000,3,0,0,2,0
JOB_366,Cloud Engineer,TCS,Product-Based,Hyderabad,West Bengal,BCA,2025,"Excel, Linux, AWS",Power BI,1,0,0,Internship,6.93,15000,2,0,0,3,1
JOB_367,Cloud Engineer,Wipro,Service-Based,Kolkata,Delhi,B.Tech,2023,"Python, Excel, Java",Excel,0,1,0,Full-Time,9.81,8000,5,0,0,1,0
JOB_368,Software Engineer,Cognizant,MNC,Noida,Tamil Nadu,B.Tech,2023,"Java, Python, AWS",SQL,0,0,1,Full-Time,7.53,12000,5,0,1,1,0
JOB_369,Cybersecurity Analyst,Deloitte,Startup,Noida,Tamil Nadu,B.Sc,2024,"Machine Learning, Excel, Power BI",Power BI,0,0,1,Internship,5.98,12000,4,0,0,1,1
JOB_370,Data Scientist,Capgemini,Product-Based,Hyderabad,Telangana,M.Tech,2024,"Power BI, AWS, Java",Excel,0,1,1,Full-Time,6.42,12000,5,0,0,2,0
JOB_371,Cloud Engineer,TCS,MNC,Bangalore,Uttar Pradesh,B.Tech,2023,"AWS, Excel, Python",Java,0,0,1,Internship,5.5,0,2,1,1,2,1
JOB_372,Data Scientist,Startup,Startup,Delhi,Delhi,B.Tech,2025,"SQL, Java, Excel",Machine Learning,0,0,0,Full-Time,6.11,12000,2,1,0,2,1
JOB_373,Data Scientist,Deloitte,Service-Based,Noida,Telangana,B.Com,2025,"Python, Machine Learning, SQL",Machine Learning,1,1,1,Internship,6.57,0,2,1,0,1,0
JOB_374,Software Engineer,Cognizant,Service-Based,Bangalore,Telangana,B.Sc,2025,"Excel, AWS, Linux",Excel,1,0,1,Internship,6.42,8000,4,0,1,2,1
JOB_375,Software Engineer,Wipro,Product-Based,Pune,Tamil Nadu,BCA,2024,"Java, Machine Learning, Linux",Linux,0,0,0,Full-Time,3.36,8000,5,0,1,2,0
JOB_376,Web Developer,Startup,Service-Based,Delhi,Telangana,B.Com,2024,"Power BI, AWS, Python",Java,0,0,0,Full-Time,4.59,12000,5,0,1,3,1
JOB_377,Web Developer,Startup,MNC,Kolkata,Karnataka,B.Com,2024,"Python, Power BI, AWS",Excel,0,1,1,Internship,7.22,10000,5,0,0,3,1
JOB_378,Data Analyst,Accenture,Startup,Chennai,Tamil Nadu,B.Sc,2023,"SQL, Machine Learning, AWS",Python,0,0,0,Internship,3.12,0,3,1,1,1,1
JOB_379,Web Developer,Wipro,MNC,Kolkata,Karnataka,B.Sc,2025,"Java, Linux, AWS",AWS,0,1,1,Full-Time,7.07,15000,4,0,1,1,1
JOB_380,Data Analyst,Infosys,Startup,Chennai,Delhi,B.Com,2024,"Python, Linux, AWS",Power BI,1,1,1,Full-Time,4.41,10000,4,1,0,3,1
JOB_381,Web Developer,Accenture,Product-Based,Bangalore,Maharashtra,B.Sc,2024,"Machine Learning, AWS, Java",Excel,0,0,0,Full-Time,3.59,15000,4,1,1,3,0
JOB_382,Software Engineer,Infosys,Service-Based,Bangalore,Tamil Nadu,MCA,2024,"Python, Power BI, AWS",Java,1,0,0,Full-Time,6.48,12000,5,1,0,2,0
JOB_383,Cybersecurity Analyst,Infosys,Startup,Bangalore,Delhi,B.Sc,2024,"AWS, Python, Excel",Excel,1,1,0,Full-Time,8.14,12000,4,1,0,3,1
JOB_384,Web Developer,Wipro,Service-Based,Mumbai,Telangana,BCA,2023,"SQL, Excel, AWS",Linux,0,0,0,Internship,7.39,0,4,0,1,1,1
JOB_385,Cybersecurity Analyst,Wipro,Product-Based,Hyderabad,Telangana,BCA,2023,"AWS, Linux, Power BI",SQL,0,0,1,Internship,8.68,15000,3,1,0,1,0
JOB_386,Software Engineer,Infosys,Service-Based,Mumbai,Telangana,B.Sc,2025,"Machine Learning, Python, Linux",Excel,1,0,0,Full-Time,7.02,10000,5,1,1,2,1
JOB_387,Cybersecurity Analyst,TCS,Startup,Delhi,West Bengal,MCA,2023,"Excel, Machine Learning, Linux",Excel,1,1,1,Internship,6.41,12000,2,0,0,3,0
JOB_388,Data Analyst,Deloitte,Service-Based,Delhi,Karnataka,MCA,2024,"AWS, Linux, Power BI",Power BI,0,0,0,Full-Time,3.89,8000,3,1,0,2,1
JOB_389,Business Analyst,Accenture,Startup,Chennai,Maharashtra,B.Sc,2023,"Excel, Python, Machine Learning",Power BI,0,1,0,Internship,6.75,15000,5,0,0,1,1
JOB_390,AI/ML Engineer,TCS,Product-Based,Pune,Telangana,B.Sc,2024,"SQL, Python, Power BI",AWS,0,0,1,Internship,10.84,15000,4,1,0,3,1
JOB_391,Data Scientist,Startup,Startup,Hyderabad,Karnataka,B.Tech,2024,"Machine Learning, Excel, SQL",Python,0,0,0,Internship,11.94,0,2,0,1,3,1
JOB_392,Cybersecurity Analyst,Accenture,Product-Based,Noida,Maharashtra,MCA,2023,"Excel, Machine Learning, AWS",Excel,0,0,0,Internship,7.06,0,2,0,1,3,0
JOB_393,Data Scientist,Capgemini,Service-Based,Delhi,Uttar Pradesh,M.Tech,2023,"AWS, Java, Python",Machine Learning,0,0,1,Internship,8.23,12000,3,0,1,2,0
JOB_394,AI/ML Engineer,Capgemini,Service-Based,Noida,Tamil Nadu,B.Tech,2024,"SQL, Python, AWS",Linux,0,0,0,Internship,10.66,15000,2,0,1,2,0
JOB_395,Web Developer,Accenture,Product-Based,Chennai,Maharashtra,MCA,2024,"Python, Linux, Excel",SQL,1,1,0,Full-Time,4.7,8000,3,0,0,1,0
JOB_396,Business Analyst,Wipro,MNC,Hyderabad,Uttar Pradesh,BCA,2023,"Power BI, Excel, Java",Java,0,1,0,Internship,7.65,0,2,1,0,1,1
JOB_397,Web Developer,Accenture,Product-Based,Pune,West Bengal,B.Com,2023,"Power BI, Java, Excel",SQL,1,1,0,Full-Time,7.29,12000,3,0,0,2,1
JOB_398,Data Scientist,Cognizant,Startup,Delhi,Delhi,B.Com,2023,"Python, Linux, Machine Learning",SQL,1,0,1,Internship,8.57,12000,2,0,0,2,0
JOB_399,Software Engineer,Startup,Startup,Bangalore,Delhi,B.Sc,2024,"AWS, Java, Power BI",Machine Learning,1,1,0,Full-Time,6.75,10000,5,0,0,2,1
JOB_400,Cloud Engineer,Deloitte,Service-Based,Hyderabad,Karnataka,MCA,2025,"AWS, Excel, Power BI",AWS,1,1,0,Full-Time,8.77,10000,2,1,1,3,0
JOB_401,Software Engineer,Deloitte,MNC,Bangalore,Karnataka,B.Tech,2025,"Excel, Machine Learning, SQL",Java,0,0,1,Internship,3.52,15000,5,0,0,1,0
JOB_402,Cybersecurity Analyst,Startup,Startup,Delhi,Maharashtra,B.Com,2023,"AWS, Linux, Java",AWS,0,0,0,Internship,9.51,15000,4,0,0,2,1
JOB_403,Web Developer,Accenture,Service-Based,Bangalore,Uttar Pradesh,MCA,2024,"Linux, Excel, AWS",Machine Learning,0,1,0,Internship,5.53,15000,4,0,0,2,0
JOB_404,Web Developer,Accenture,MNC,Pune,Maharashtra,B.Tech,2023,"Power BI, Python, SQL",Java,0,0,1,Internship,7.13,0,5,0,1,3,0
JOB_405,AI/ML Engineer,TCS,Startup,Pune,Maharashtra,M.Tech,2023,"AWS, SQL, Java",AWS,0,0,0,Full-Time,7.92,0,5,0,0,2,0
JOB_406,Software Engineer,Infosys,Product-Based,Delhi,Maharashtra,B.Tech,2025,"Python, Excel, Java",SQL,0,1,0,Full-Time,7.48,8000,2,1,0,2,1
JOB_407,Software Engineer,TCS,Product-Based,Chennai,Tamil Nadu,B.Com,2023,"Power BI, Python, Java",Excel,0,1,1,Full-Time,4.95,15000,2,1,1,2,0
JOB_408,Data Analyst,TCS,MNC,Kolkata,Maharashtra,BCA,2023,"Linux, Python, Power BI",SQL,0,1,0,Internship,3.05,8000,3,1,0,2,0
JOB_409,Data Analyst,Cognizant,Service-Based,Bangalore,Maharashtra,B.Com,2025,"Power BI, Linux, Java",Power BI,0,0,1,Full-Time,7.53,0,4,1,0,2,1
JOB_410,Data Scientist,Capgemini,MNC,Pune,Telangana,B.Sc,2023,"Java, SQL, AWS",Excel,0,0,0,Full-Time,6.55,8000,3,1,1,1,1
JOB_411,Data Scientist,Deloitte,Service-Based,Noida,Karnataka,B.Com,2023,"Python, SQL, Machine Learning",Java,1,0,0,Full-Time,7.92,15000,4,0,0,2,1
JOB_412,Data Analyst,Wipro,Service-Based,Mumbai,West Bengal,B.Tech,2024,"Java, Linux, Power BI",AWS,1,1,1,Internship,7.75,15000,4,0,1,1,0
JOB_413,Cybersecurity Analyst,Accenture,Product-Based,Kolkata,Karnataka,MCA,2025,"AWS, SQL, Python",Python,0,0,1,Full-Time,9.75,0,3,1,1,2,0
JOB_414,AI/ML Engineer,Cognizant,Service-Based,Noida,Karnataka,MCA,2023,"Linux, Power BI, Machine Learning",Java,1,1,1,Internship,9.44,10000,2,0,1,2,0
JOB_415,Cloud Engineer,TCS,Service-Based,Chennai,Karnataka,MCA,2025,"Java, Power BI, Python",SQL,0,0,0,Full-Time,8.16,8000,3,0,0,1,1
JOB_416,AI/ML Engineer,Wipro,Service-Based,Noida,Tamil Nadu,B.Com,2025,"AWS, Java, Excel",Linux,1,0,0,Full-Time,8.69,15000,3,1,0,3,0
JOB_417,Data Analyst,Cognizant,Startup,Bangalore,Maharashtra,B.Tech,2023,"AWS, Linux, Python",Power BI,1,1,1,Internship,4.47,8000,5,1,0,2,0
JOB_418,Data Scientist,Capgemini,MNC,Mumbai,Tamil Nadu,B.Tech,2025,"Machine Learning, Linux, AWS",Python,0,1,0,Internship,7.97,10000,2,0,1,2,0
JOB_419,Cloud Engineer,Wipro,Startup,Bangalore,Delhi,M.Tech,2025,"Linux, Java, AWS",Linux,0,0,1,Full-Time,8.36,8000,3,1,1,1,1
JOB_420,AI/ML Engineer,Wipro,Product-Based,Hyderabad,Maharashtra,B.Tech,2023,"Power BI, Excel, Machine Learning",Java,1,1,1,Full-Time,10.51,8000,3,1,1,1,1
JOB_421,Web Developer,Deloitte,MNC,Delhi,Delhi,B.Sc,2025,"AWS, Excel, Machine Learning",Java,1,0,0,Internship,6.96,12000,5,1,0,2,0
JOB_422,Data Scientist,Accenture,Service-Based,Hyderabad,Delhi,BCA,2025,"Machine Learning, Java, Power BI",Power BI,1,1,1,Full-Time,10.74,8000,5,0,0,2,0
JOB_423,Data Analyst,Capgemini,MNC,Noida,Maharashtra,BCA,2023,"Python, Linux, Excel",Excel,0,0,1,Internship,3.46,0,2,1,1,2,0
JOB_424,Data Analyst,Accenture,Startup,Delhi,Karnataka,B.Com,2023,"Excel, Machine Learning, Power BI",AWS,0,1,0,Full-Time,5.47,12000,4,1,0,3,1
JOB_425,Data Scientist,Infosys,Product-Based,Kolkata,Tamil Nadu,M.Tech,2023,"Java, Excel, Linux",Java,0,1,0,Full-Time,6.35,10000,5,1,0,3,1
JOB_426,Data Analyst,Deloitte,Product-Based,Noida,Telangana,B.Sc,2023,"Linux, Power BI, Excel",Machine Learning,0,0,0,Internship,5.75,12000,5,0,0,3,1
JOB_427,Software Engineer,Infosys,MNC,Mumbai,Uttar Pradesh,B.Com,2024,"Linux, Machine Learning, AWS",Java,1,1,1,Internship,5.21,0,4,1,0,3,0
JOB_428,AI/ML Engineer,Cognizant,Startup,Mumbai,Delhi,M.Tech,2023,"Power BI, Python, SQL",Machine Learning,0,1,1,Full-Time,11.33,8000,2,1,0,2,1
JOB_429,Data Analyst,Wipro,Service-Based,Mumbai,Maharashtra,B.Com,2025,"Machine Learning, Power BI, Linux",Linux,0,1,1,Full-Time,4.75,15000,4,1,0,3,1
JOB_430,Business Analyst,Deloitte,MNC,Hyderabad,Uttar Pradesh,MCA,2023,"Excel, Power BI, Linux",Power BI,0,1,1,Internship,3.59,8000,4,1,0,2,1
JOB_431,Business Analyst,Cognizant,Service-Based,Chennai,Maharashtra,BCA,2024,"AWS, Machine Learning, Power BI",Java,0,1,0,Internship,3.71,0,5,0,0,2,0
JOB_432,Business Analyst,Infosys,Product-Based,Noida,Uttar Pradesh,BCA,2023,"Excel, AWS, Java",AWS,0,1,1,Internship,6.81,0,4,0,0,1,1
JOB_433,Data Analyst,Capgemini,Product-Based,Delhi,Delhi,M.Tech,2024,"AWS, Linux, Machine Learning",Power BI,0,0,0,Full-Time,6.09,12000,2,0,1,2,1
JOB_434,AI/ML Engineer,Accenture,MNC,Noida,Telangana,B.Com,2025,"Excel, Python, SQL",SQL,0,1,0,Full-Time,6.61,8000,3,0,1,1,0
JOB_435,Web Developer,Startup,Product-Based,Noida,Delhi,B.Com,2025,"Java, AWS, Power BI",Machine Learning,1,1,1,Full-Time,3.42,15000,4,0,1,1,1
JOB_436,AI/ML Engineer,Deloitte,Product-Based,Pune,Tamil Nadu,B.Tech,2024,"Excel, Python, SQL",Excel,0,0,1,Full-Time,10.21,12000,2,1,0,2,0
JOB_437,Cloud Engineer,Deloitte,MNC,Mumbai,Telangana,B.Tech,2025,"Python, SQL, Power BI",Python,0,0,1,Full-Time,5.36,12000,2,1,1,3,1
JOB_438,Data Analyst,TCS,Service-Based,Kolkata,Telangana,B.Sc,2023,"Java, Linux, SQL",SQL,1,0,0,Full-Time,7.11,10000,3,0,0,1,0
JOB_439,Software Engineer,Deloitte,Product-Based,Hyderabad,Uttar Pradesh,BCA,2023,"AWS, Machine Learning, Excel",SQL,1,0,0,Full-Time,6.53,15000,5,1,1,2,0
JOB_440,Business Analyst,Infosys,Startup,Mumbai,Maharashtra,MCA,2025,"SQL, Machine Learning, Java",SQL,1,1,1,Full-Time,3.41,0,5,1,0,2,1
JOB_441,Web Developer,Infosys,Service-Based,Mumbai,Maharashtra,B.Tech,2024,"Power BI, Python, Java",Machine Learning,0,1,0,Full-Time,3.42,8000,2,1,0,1,1
JOB_442,Business Analyst,Infosys,MNC,Mumbai,Uttar Pradesh,BCA,2023,"SQL, Java, Python",Python,0,1,0,Internship,7.93,8000,2,0,1,1,1
JOB_443,Cybersecurity Analyst,Startup,Service-Based,Chennai,Karnataka,MCA,2023,"Power BI, AWS, Linux",Power BI,1,0,0,Full-Time,6.87,0,4,0,0,2,0
JOB_444,Cloud Engineer,Accenture,Startup,Delhi,Uttar Pradesh,M.Tech,2024,"Excel, Python, AWS",Java,0,0,0,Full-Time,6.85,10000,3,0,1,2,1
JOB_445,Cybersecurity Analyst,Deloitte,Service-Based,Pune,Uttar Pradesh,B.Tech,2024,"Python, SQL, Linux",Linux,1,0,0,Full-Time,9.06,15000,3,0,1,1,1
JOB_446,Business Analyst,Deloitte,Product-Based,Pune,West Bengal,MCA,2025,"Excel, Python, Power BI",AWS,0,0,1,Internship,7.74,8000,3,0,0,2,1
JOB_447,Cloud Engineer,Accenture,Service-Based,Mumbai,Telangana,B.Sc,2025,"SQL, Python, AWS",Power BI,0,0,1,Internship,9.93,8000,3,0,0,1,0
JOB_448,Data Scientist,Deloitte,Product-Based,Delhi,Maharashtra,BCA,2023,"AWS, Linux, Python",Java,1,0,0,Full-Time,10.52,8000,3,0,1,1,1
JOB_449,Business Analyst,Accenture,Product-Based,Pune,Uttar Pradesh,MCA,2024,"Machine Learning, Python, Linux",Power BI,1,1,0,Full-Time,4.88,8000,5,1,1,3,0
JOB_450,Business Analyst,Wipro,Startup,Chennai,Uttar Pradesh,B.Tech,2023,"SQL, Machine Learning, Linux",Linux,1,0,0,Internship,3.42,0,5,1,0,1,1
JOB_451,Cloud Engineer,Accenture,Service-Based,Noida,Delhi,BCA,2023,"SQL, Java, AWS",Excel,0,1,0,Full-Time,8.89,0,2,0,0,2,1
JOB_452,Data Analyst,Wipro,Product-Based,Hyderabad,Karnataka,B.Sc,2025,"Excel, Machine Learning, Power BI",Excel,0,1,1,Full-Time,5.79,15000,5,1,1,1,1
JOB_453,Business Analyst,Startup,Product-Based,Noida,Maharashtra,B.Sc,2025,"AWS, Power BI, SQL",AWS,0,0,0,Full-Time,5.12,12000,3,0,0,2,1
JOB_454,Web Developer,Deloitte,Product-Based,Hyderabad,Tamil Nadu,B.Tech,2025,"SQL, Python, Excel",Linux,1,0,0,Full-Time,7.53,15000,5,1,1,2,1
JOB_455,Data Analyst,Wipro,Startup,Bangalore,Tamil Nadu,M.Tech,2023,"Excel, AWS, Power BI",Machine Learning,0,0,0,Full-Time,3.56,0,2,0,0,1,0
JOB_456,Cybersecurity Analyst,TCS,MNC,Hyderabad,Delhi,M.Tech,2024,"Power BI, Machine Learning, Python",AWS,1,0,0,Internship,7.46,8000,2,0,1,3,0
JOB_457,Cybersecurity Analyst,Infosys,MNC,Chennai,Maharashtra,MCA,2025,"Machine Learning, AWS, Power BI",Power BI,1,1,0,Full-Time,5.06,12000,5,0,1,1,1
JOB_458,Cybersecurity Analyst,Deloitte,Startup,Noida,Karnataka,MCA,2023,"AWS, Power BI, SQL",SQL,0,1,0,Internship,7.34,10000,3,0,1,1,0
JOB_459,Software Engineer,Capgemini,Service-Based,Hyderabad,Tamil Nadu,B.Tech,2023,"Python, AWS, Java",SQL,1,1,1,Full-Time,3.28,8000,2,0,1,3,0
